COMMODITY,Description
27131701,Pneumatic cylinders
27131702,Pneumatic cylinder rod accessories
27131703,Pneumatic cylinder pistons
27131704,Pneumatic cylinder piston rods
27131705,Pneumatic cylinder barrel
27131706,Pneumatic cylinder end caps
27131707,Pneumatic cylinder or component repair kits
27131708,Mounting bases for pneumatic cylinder
27131709,Pneumatic cylinder cushion rings
27141001,Trim or molding tools
27141101,Steering wheel puller
27151501,Bioremediating washer fluid
27151502,Bioremediating washer filter
27151503,Bioremediating washer accessories
30101501,Ferrous alloy angles
30101502,Non ferrous alloy angles
30101503,Iron angles
30101504,Steel angles
30101505,Stainless steel angles
30101506,Aluminum angles
30101507,Magnesium angles
30101508,Titanium angles
30101509,Copper angles
30101510,Brass angles
30101511,Bronze angles
30101512,Zinc angles
30101513,Tin angles
30101514,Lead angles
30101515,Plastic angles
30101516,Rubber angles
30101517,Precious metal angles
30101701,Ferrous alloy beams
30101702,Non ferrous alloy beams
30101703,Iron beams
30101704,Steel beams
30101705,Stainless steel beams
30101706,Aluminum beams
30101707,Magnesium beams
30101708,Titanium beams
30101709,Copper beams
30101710,Brass beams
30101711,Bronze beams
30101712,Zinc beams
30101713,Tin beams
30101714,Lead beams
30101715,Plastic beams
30101716,Rubber beams
30101717,Concrete beams
30101718,Precious metal beams
30101719,Haydite beam
30101720,Plywood beam
30101801,Ferrous alloy channels
30101802,Non ferrous alloy channels
30101803,Iron channels
30101804,Steel channels
30101805,Stainless steel channels
30101806,Aluminum channels
30101807,Magnesium channels
30101808,Titanium channels
30101809,Copper channels
30101810,Brass channels
30101811,Bronze channels
30101812,Zinc channels
30101813,Tin channels
30101814,Lead channels
30101815,Plastic channels
30101816,Rubber channels
30101817,Precious metal channels
30101818,Fiberglass channel
30102001,Ferrous alloy foil
30102002,Non ferrous alloy foil
30102003,Iron foil
30102004,Steel foil
30102005,Stainless steel foil
30102006,Aluminum foil
30102007,Magnesium foil
30102008,Titanium foil
30102009,Copper foil
30102010,Brass foil
30102011,Bronze foil
30102012,Zinc foil
30102013,Tin foil
30102014,Lead foil
30102015,Plastic foil
30102016,Tantalum foil
30102201,Ferrous alloy plate
30102202,Non ferrous plate
30102203,Iron plate
30102204,Steel plate
30102205,Stainless steel plate
30102206,Aluminum plate
30102207,Magnesium plate
30102208,Titanium plate
30102209,Copper plate
30102210,Brass plate
30102211,Bronze plate
30102212,Zinc plate
30102213,Tin plate
30102214,Lead plate
30102215,Plastic plate
30102216,Rubber plate
30102217,Concrete plate
30102218,Precious metal plate
30102220,Nickel plate
30102221,Fiber plate
30102222,Woodwool plate
30102223,Wood veneer plate
30102224,Coreboard plate
30102225,Cork plate
30102226,Butyl plate
30102227,Tantalum plate
30102301,Ferrous alloy profiles
30102302,Non ferrous alloy profiles
30102303,Iron profiles
30102304,Steel profiles
30102305,Stainless steel profiles
30102306,Aluminum profiles
30102307,Magnesium profiles
30102308,Titanium profiles
30102309,Copper profiles
30102310,Brass profiles
30102311,Bronze profiles
30102312,Zinc profiles
30102313,Tin profiles
30102314,Lead profiles
30102315,Plastic profiles
30102316,Rubber profiles
30102317,Composite profiles
30102401,Ferrous alloy rods
30102402,Non ferrous alloy rods
30102403,Iron rods
30102404,Steel rods
30102405,Stainless steel rods
30102406,Aluminum rods
30102407,Magnesium rods
30102408,Titanium rods
30102409,Copper rods
30102410,Brass rods
30102411,Bronze rods
30102412,Zinc rods
30102413,Tin rods
30102414,Lead rods
30102415,Plastic rods
30102416,Rubber rods
30102417,Nickel rod
30102801,Aluminum pilings
30102802,Concrete pilings
30102803,Steel pilings
30102804,Wooden piling
30102805,Composite piling
30102901,Cement or concrete posts
30102903,Metal posts
30102904,Wooden posts
30102905,Plastic posts
30102906,Fiberglass posts
30102907,Treated wooden post
30103101,Steel rail
30103102,Aluminum rail
30103103,Metal rail
30103104,Wooden rail
30103105,Railing and fitting
30103201,Steel grating
30103202,Stainless steel grating
30103203,Aluminum grating
30103204,Fiberglass grating
30103205,Iron grating
30103206,Plastic grating
30103207,Laminated grating
30103208,Wood grating
30103209,Grating cover
30103501,Aluminum honeycomb core
30103502,Magnesium honeycomb core
30103503,Foam honeycomb core
30103504,Plastic honeycomb core
30103505,Wooden honeycomb core
30103506,Ferrous metal honeycomb core
30103507,Bronze honeycomb core
30103508,Copper honeycomb core
30103509,Steel honeycomb core
30103510,Lead honeycomb core
30103511,Zinc honeycomb core
30103512,Titanium honeycomb core
30103513,Brass honeycomb core
30103514,Non ferrous metal honeycomb core
30103515,Precious metal honeycomb core
30103601,Wood beams
30103602,Wood composite beams
30103603,Framing lumber
30103604,Wood sheathing or sheets
30103605,Wood planks
30103606,Wood trusses
30103607,Wood joists
30103608,Wooden poles or telephone poles
30103609,Brattice board
30103610,Crib block
30103611,Shovel mat
30103612,Railway tie
30103613,Precast haydite element
30103614,Steel plate joist
30103615,Plate girder
30103616,Composite framework
30103617,Wooden framework
30103618,Steel framework
30103619,Precast concrete element
30103620,Crib block treated
30103621,Railway tie untreated
30103622,Square timber
30103623,Reinforcing bar or rebar or mesh
30103624,Preformed dike or dam element
30103625,Topside Module
30103626,Tower gangway
30103627,Trench cover
30103628,Prefabricated laminated steel panel
30103629,Prefabricated aluminum panel
30103701,Stainless steel braid
30103801,Steel fiber
30103802,Tin fiber
30103803,Aluminum fiber
30103804,Alloy fiber
30103901,Headed shafts
30104001,Round hollow structural section HSS
30104002,Square hollow structural section HSS
30104003,Rectangular hollow structural section HSS
30111501,Foamed concrete
30111502,Conductive concrete
30111503,Insulating concrete
30111504,Mortars
30111505,Ready mix concrete
30111506,Grout
30111507,Soil cured concrete
30111508,Water permeable concrete
30111509,Asphalt based concrete
30111510,Pipeline protection concrete mattress
30111601,Cement
30111602,Chlorinated lime
30111603,Hydraulic lime
30111604,Hydrated lime
30111605,Lean lime
30111607,Unslaked lime
30111701,Gypsum plaster
30111801,Natural aggregate
30111802,Artificial aggregate
30111803,Recycled aggregate
30111901,Concrete reinforcing fiber
30111902,Construction expansion joint
30111903,Wire mesh sheet
30121501,Coal tar
30121503,Creosote
30121504,Bitumen
30121601,Asphalt
30121602,Pitch
30121603,Gilsonite
30121604,Cutback products
30121605,Manhole frames with covers
30121701,Geomesh
30121702,Geotextile
30121703,Bridge rail
30121704,Concrete slab
30121705,Paving slab
30121706,Concrete curb
30121707,Noise protection board
30121708,Brick tile
30121709,Ungraded crushed rock
30121710,Paving stone
30121711,Natural curbstone
30121712,Post cover
30121713,Manhole cover
30121714,Manhole box
30121715,Bridge expansion joint
30121716,Bridge seat mounting
30121717,Guardrail
30121718,Safety fence and net for rock drop
30121719,Safety separator for road
30121720,Drain pipe odor suppression device
30121721,Drainage earth and sand barrel
30121722,PE rainwater and sewer separation walls
30121801,Tree grating
30121802,Tree protection rod
30121803,Artificial turf
30121901,Soil stabilizer
30122001,Elastic sheet exterior paving material
30122002,Exterior permeable aggregate flooring material
30122003,Painted or coated exterior flooring
30122004,Non skid exterior paving material
30131502,Concrete blocks
30131503,Stone blocks
30131504,Ceramic blocks
30131505,Haydite block
30131506,Natural rock slab
30131507,Light concrete block
30131508,Glass block
30131509,Sound proof block
30131510,Concrete block for revetment
30131511,Concrete armor unit
30131512,Autoclaved lightweight aerated concrete block
30131513,Rubber block
30131514,Reinforced concrete built up culvert block
30131515,Wood block
30131516,Braille block
30131517,Adobe block
30131518,Concrete block for bridges
30131519,Gabion block
30131602,Ceramic bricks
30131603,Concrete bricks
30131604,Stone bricks
30131605,Sandlime brick
30131606,Loess brick
30131607,Clay brick
30131608,Salt glazed brick
30131609,Fabricated brick
30131610,Insulating fire brick
30131611,Wood brick
30131702,Stone tiles or flagstones
30131703,Concrete tiles or flagstones
30131704,Ceramic tiles or flagstones
30131705,Head stones
30131706,Metal tile or flagstone
30131707,Porcelain
30141501,Weather stripping
30141503,Foam insulation
30141505,Thermal insulation sleeving
30141508,Fiber insulation
30141510,Door sweep
30141511,Window film
30141512,Thermal insulation kits
30141513,Thermal Insulating bricks
30141514,Expanded polystyrene EPS insulation
30141515,Extruded polystyrene XPS insulation
30141516,Mineral wool insulation
30141601,Acoustical insulation
30141603,Heat Shields
30141604,Spray coating insulation
30141605,Fireproofing material
30141606,Firestop intumescent materials
30141607,Structural thermal break product
30141701,Asphalt board sealing layer
30141702,Plastic sealing layer
30141703,Rubber sealing layer
30151501,Roll roofing
30151502,Roof valleys
30151503,Roofing fabrics
30151505,Roofing membranes
30151507,Shakes
30151508,Shingles
30151509,Rubber support block
30151510,Slate roofing
30151511,Concrete roofing tile
30151512,Brick roofing tile
30151513,Ceramic roof tile
30151514,Metal roof tile
30151515,Wooden roof tile
30151516,Polypropylene roof tile
30151517,Plastic roof tiles
30151601,Roof fascias
30151602,Flashings
30151603,Gravel stops
30151605,Roofing drains
30151607,Roofing vents
30151608,Soffits
30151609,Roof curbs
30151610,Hip and ridge
30151701,Downspouts
30151702,Drip caps
30151703,Gutters
30151704,Splashblocks
30151801,Shutters
30151802,Siding
30151803,Siding butt joints
30151805,Stucco
30151806,Glass curtainwalling
30151807,Exterior trim material
30151808,Brick mould
30151809,Building material glazing
30151901,Awnings
30151902,Canopy
30151903,Structural canopy
30152001,Metal fencing
30152002,Wood fencing
30152003,Fibrocement fencing
30152004,Fence barriers
30152101,Shot steel
30161501,Wallboard
30161502,Wallpapers
30161503,Drywall
30161504,Corner guards
30161505,Panels or paneling
30161508,Wallpaper roller
30161509,Gypsum board
30161510,Plastic wall covering
30161511,Wall fabric
30161601,Acoustic ceiling tiles
30161602,Ceiling panels
30161603,Coffers
30161604,Suspended ceiling systems
30161701,Carpeting
30161702,Wood flooring
30161703,Linoleum
30161705,Rubber flooring
30161706,Stone or tile flooring
30161707,Vinyl flooring
30161708,Knotted carpeting
30161709,Tufted carpeting
30161710,Laminate flooring
30161711,Outdoor carpeting
30161712,Flooring joists
30161713,Carpet pads
30161714,Cork flooring
30161715,Duckboards
30161717,Access flooring
30161718,Non skid steel flooring
30161719,Carpet or rug underlays
30161720,Floor panel
30161721,Flooring threshold
30161722,Stoneplastic composite flooring
30161723,Wood plastic composite flooring
30161801,Cabinets
30161803,Domestic cupboard
30161804,School cupboard
30161805,Laboratory cupboard
30161806,Wardrobe
30161807,Drawer
30161808,Drawer slide
30161809,Bumper pad
30161810,Tri view cabinet
30161811,Construction interior fit-out
30161901,Louvers
30161902,Columns
30161903,Wainscoting
30161904,Cornices
30161905,Door surrounds
30161906,Molding
30161908,Stair parts
30162001,High pressure laminate
30162002,Specialty laminate
30162003,Metal laminate
30162004,Edgebanding laminate
30162005,Rigid thermal foil RTF
30162101,Steel stairs
30162102,Wooden stairs
30162103,Concrete stairs
30162104,Stair nosing
30162201,Laminate countertop
30162202,Cultured marble countertop
30162203,Solid surface countertop
30162204,Granite countertop
30162301,Lazy susan hardware or assembly
30162302,Spice rack or spice drawer insert
30162303,Pull out waste basket hardware or assembly
30162304,Pantry hardware or assembly
30162305,Tilt out tray hardware or assembly
30162306,Door mount or sliding towel hardware or assembly
30162307,Pull out or tip out hamper hardware or assembly
30162308,Bread box lid or assembly
30162309,Stemware rack
30162310,Roll out tray
30162311,Slide out storage bin or assembly
30162401,Folding wall
30162402,Screen wall or cubicle
30162403,Interior wall system
30162404,Cold storage wall
30171501,Glass doors
30171502,Screen doors
30171503,Rolling doors
30171504,Wooden doors
30171505,Metal doors
30171506,Storm doors
30171507,Door frames
30171508,Pocket doors
30171509,Revolving doors
30171510,Automatic doors
30171511,Swing door
30171512,Door openers
30171513,Kick plates
30171514,Door closers
30171515,Inspection door
30171516,Door screen
30171517,Sound proof door
30171518,Blem door
30171519,Blast proof door
30171520,Door and window loop
30171521,Water tight door
30171522,Air tight door
30171523,Fire door
30171524,Shielding door
30171525,Pressure door
30171526,Folding door
30171527,Melamine door
30171604,Double hung windows
30171605,Single hung windows
30171606,Casement windows
30171607,Horizontal slider windows
30171608,Tilt or transom windows
30171609,Fixed windows
30171610,Bay windows
30171611,Bow windows
30171612,Projected windows
30171613,Window walls
30171614,Window screens
