COMMODITY,Description
85723982,"Drainage of right ankle joint with drainage device, percutaneous approach"
85723983,"Drainage of left knee joint, percutaneous approach"
85723984,"Drainage of left knee joint with drainage device, percutaneous approach"
85723985,"Drainage of right knee joint, percutaneous approach"
85723986,"Drainage of right knee joint with drainage device, percutaneous approach"
85723987,"Drainage of left hip joint, percutaneous approach"
85723988,"Drainage of left hip joint with drainage device, percutaneous approach"
85723989,"Drainage of right hip joint, percutaneous approach"
85723990,"Drainage of right hip joint with drainage device, percutaneous approach"
85723991,"Destruction of left ankle joint, percutaneous approach"
85723992,"Destruction of right ankle joint, percutaneous approach"
85723993,"Destruction of left knee joint, percutaneous approach"
85723994,"Destruction of right knee joint, percutaneous approach"
85723995,"Destruction of left hip joint, percutaneous approach"
85723996,"Destruction of right hip joint, percutaneous approach"
85724001,"Revision of nonautologous tissue substitute in left ankle joint, percutaneous endoscopic approach"
85724002,"Revision of synthetic substitute in left ankle joint, percutaneous endoscopic approach"
85724003,"Revision of spacer in left ankle joint, percutaneous endoscopic approach"
85724004,"Revision of autologous tissue substitute in left ankle joint, percutaneous endoscopic approach"
85724005,"Revision of external fixation device in left ankle joint, percutaneous endoscopic approach"
85724006,"Revision of internal fixation device in left ankle joint, percutaneous endoscopic approach"
85724007,"Revision of infusion device in left ankle joint, percutaneous endoscopic approach"
85724008,"Revision of drainage device in left ankle joint, percutaneous endoscopic approach"
85724009,"Revision of nonautologous tissue substitute in right ankle joint, percutaneous endoscopic approach"
85724010,"Revision of synthetic substitute in right ankle joint, percutaneous endoscopic approach"
85724011,"Revision of spacer in right ankle joint, percutaneous endoscopic approach"
85724012,"Revision of autologous tissue substitute in right ankle joint, percutaneous endoscopic approach"
85724013,"Revision of external fixation device in right ankle joint, percutaneous endoscopic approach"
85724014,"Revision of internal fixation device in right ankle joint, percutaneous endoscopic approach"
85724015,"Revision of infusion device in right ankle joint, percutaneous endoscopic approach"
85724016,"Revision of drainage device in right ankle joint, percutaneous endoscopic approach"
85724017,"Revision of nonautologous tissue substitute in left knee joint, percutaneous endoscopic approach"
85724018,"Revision of synthetic substitute in left knee joint, percutaneous endoscopic approach"
85724019,"Revision of spacer in left knee joint, percutaneous endoscopic approach"
85724020,"Revision of autologous tissue substitute in left knee joint, percutaneous endoscopic approach"
85724021,"Revision of external fixation device in left knee joint, percutaneous endoscopic approach"
85724022,"Revision of internal fixation device in left knee joint, percutaneous endoscopic approach"
85724023,"Revision of infusion device in left knee joint, percutaneous endoscopic approach"
85724024,"Revision of drainage device in left knee joint, percutaneous endoscopic approach"
85724025,"Revision of nonautologous tissue substitute in right knee joint, percutaneous endoscopic approach"
85724026,"Revision of synthetic substitute in right knee joint, percutaneous endoscopic approach"
85724027,"Revision of spacer in right knee joint, percutaneous endoscopic approach"
85724028,"Revision of autologous tissue substitute in right knee joint, percutaneous endoscopic approach"
85724029,"Revision of external fixation device in right knee joint, percutaneous endoscopic approach"
85724030,"Revision of internal fixation device in right knee joint, percutaneous endoscopic approach"
85724031,"Revision of infusion device in right knee joint, percutaneous endoscopic approach"
85724032,"Revision of drainage device in right knee joint, percutaneous endoscopic approach"
85724033,"Revision of nonautologous tissue substitute in left hip joint, percutaneous endoscopic approach"
85724034,"Revision of synthetic substitute in left hip joint, percutaneous endoscopic approach"
85724035,"Revision of spacer in left hip joint, percutaneous endoscopic approach"
85724036,"Revision of autologous tissue substitute in left hip joint, percutaneous endoscopic approach"
85724037,"Revision of external fixation device in left hip joint, percutaneous endoscopic approach"
85724038,"Revision of internal fixation device in left hip joint, percutaneous endoscopic approach"
85724039,"Revision of infusion device in left hip joint, percutaneous endoscopic approach"
85724040,"Revision of drainage device in left hip joint, percutaneous endoscopic approach"
85724041,"Revision of nonautologous tissue substitute in right hip joint, percutaneous endoscopic approach"
85724042,"Revision of synthetic substitute in right hip joint, percutaneous endoscopic approach"
85724043,"Revision of spacer in right hip joint, percutaneous endoscopic approach"
85724044,"Revision of autologous tissue substitute in right hip joint, percutaneous endoscopic approach"
85724045,"Revision of external fixation device in right hip joint, percutaneous endoscopic approach"
85724046,"Revision of internal fixation device in right hip joint, percutaneous endoscopic approach"
85724047,"Revision of infusion device in right hip joint, percutaneous endoscopic approach"
85724048,"Revision of drainage device in right hip joint, percutaneous endoscopic approach"
85724049,"Supplement left ankle joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724050,"Supplement left ankle joint with synthetic substitute, percutaneous endoscopic approach"
85724051,"Supplement left ankle joint with autologous tissue substitute, percutaneous endoscopic approach"
85724052,"Supplement right ankle joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724053,"Supplement right ankle joint with synthetic substitute, percutaneous endoscopic approach"
85724054,"Supplement right ankle joint with autologous tissue substitute, percutaneous endoscopic approach"
85724055,"Supplement left knee joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724056,"Supplement left knee joint with synthetic substitute, percutaneous endoscopic approach"
85724057,"Supplement left knee joint with autologous tissue substitute, percutaneous endoscopic approach"
85724058,"Supplement right knee joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724059,"Supplement right knee joint with synthetic substitute, percutaneous endoscopic approach"
85724060,"Supplement right knee joint with autologous tissue substitute, percutaneous endoscopic approach"
85724061,"Supplement left hip joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724062,"Supplement left hip joint with synthetic substitute, percutaneous endoscopic approach"
85724063,"Supplement left hip joint with autologous tissue substitute, percutaneous endoscopic approach"
85724064,"Supplement right hip joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724065,"Supplement right hip joint with synthetic substitute, percutaneous endoscopic approach"
85724066,"Supplement right hip joint with autologous tissue substitute, percutaneous endoscopic approach"
85724067,"Reposition left ankle joint, percutaneous endoscopic approach"
85724068,"Reposition left ankle joint with external fixation device, percutaneous endoscopic approach"
85724069,"Reposition left ankle joint with internal fixation device, percutaneous endoscopic approach"
85724070,"Reposition right ankle joint, percutaneous endoscopic approach"
85724071,"Reposition right ankle joint with external fixation device, percutaneous endoscopic approach"
85724072,"Reposition right ankle joint with internal fixation device, percutaneous endoscopic approach"
85724073,"Reposition left knee joint, percutaneous endoscopic approach"
85724074,"Reposition left knee joint with external fixation device, percutaneous endoscopic approach"
85724075,"Reposition left knee joint with internal fixation device, percutaneous endoscopic approach"
85724076,"Reposition right knee joint, percutaneous endoscopic approach"
85724077,"Reposition right knee joint with external fixation device, percutaneous endoscopic approach"
85724078,"Reposition right knee joint with internal fixation device, percutaneous endoscopic approach"
85724079,"Reposition left hip joint, percutaneous endoscopic approach"
85724080,"Reposition left hip joint with external fixation device, percutaneous endoscopic approach"
85724081,"Reposition left hip joint with internal fixation device, percutaneous endoscopic approach"
85724082,"Reposition right hip joint, percutaneous endoscopic approach"
85724083,"Reposition right hip joint with external fixation device, percutaneous endoscopic approach"
85724084,"Reposition right hip joint with internal fixation device, percutaneous endoscopic approach"
85724101,"Repair left ankle joint, percutaneous endoscopic approach"
85724102,"Repair right ankle joint, percutaneous endoscopic approach"
85724103,"Repair left knee joint, percutaneous endoscopic approach"
85724104,"Repair right knee joint, percutaneous endoscopic approach"
85724105,"Repair left hip joint, percutaneous endoscopic approach"
85724106,"Repair right hip joint, percutaneous endoscopic approach"
85724107,"Removal of nonautologous tissue substitute from left ankle joint, percutaneous endoscopic approach"
85724108,"Removal of synthetic substitute from left ankle joint, percutaneous endoscopic approach"
85724109,"Removal of spacer from left ankle joint, percutaneous endoscopic approach"
85724110,"Removal of autologous tissue substitute from left ankle joint, percutaneous endoscopic approach"
85724111,"Removal of external fixation device from left ankle joint, percutaneous endoscopic approach"
85724112,"Removal of internal fixation device from left ankle joint, percutaneous endoscopic approach"
85724113,"Removal of infusion device from left ankle joint, percutaneous endoscopic approach"
85724114,"Removal of drainage device from left ankle joint, percutaneous endoscopic approach"
85724115,"Removal of nonautologous tissue substitute from right ankle joint, percutaneous endoscopic approach"
85724116,"Removal of synthetic substitute from right ankle joint, percutaneous endoscopic approach"
85724117,"Removal of spacer from right ankle joint, percutaneous endoscopic approach"
85724118,"Removal of autologous tissue substitute from right ankle joint, percutaneous endoscopic approach"
85724119,"Removal of external fixation device from right ankle joint, percutaneous endoscopic approach"
85724120,"Removal of internal fixation device from right ankle joint, percutaneous endoscopic approach"
85724121,"Removal of infusion device from right ankle joint, percutaneous endoscopic approach"
85724122,"Removal of drainage device from right ankle joint, percutaneous endoscopic approach"
85724123,"Removal of nonautologous tissue substitute from left knee joint, percutaneous endoscopic approach"
85724124,"Removal of synthetic substitute from left knee joint, percutaneous endoscopic approach"
85724125,"Removal of spacer from left knee joint, percutaneous endoscopic approach"
85724126,"Removal of autologous tissue substitute from left knee joint, percutaneous endoscopic approach"
85724127,"Removal of external fixation device from left knee joint, percutaneous endoscopic approach"
85724128,"Removal of internal fixation device from left knee joint, percutaneous endoscopic approach"
85724129,"Removal of infusion device from left knee joint, percutaneous endoscopic approach"
85724130,"Removal of drainage device from left knee joint, percutaneous endoscopic approach"
85724131,"Removal of nonautologous tissue substitute from right knee joint, percutaneous endoscopic approach"
85724132,"Removal of synthetic substitute from right knee joint, percutaneous endoscopic approach"
85724133,"Removal of spacer from right knee joint, percutaneous endoscopic approach"
85724134,"Removal of autologous tissue substitute from right knee joint, percutaneous endoscopic approach"
85724135,"Removal of external fixation device from right knee joint, percutaneous endoscopic approach"
85724136,"Removal of internal fixation device from right knee joint, percutaneous endoscopic approach"
85724137,"Removal of infusion device from right knee joint, percutaneous endoscopic approach"
85724138,"Removal of drainage device from right knee joint, percutaneous endoscopic approach"
85724139,"Removal of nonautologous tissue substitute from left hip joint, percutaneous endoscopic approach"
85724140,"Removal of synthetic substitute from left hip joint, percutaneous endoscopic approach"
85724141,"Removal of spacer from left hip joint, percutaneous endoscopic approach"
85724142,"Removal of autologous tissue substitute from left hip joint, percutaneous endoscopic approach"
85724143,"Removal of external fixation device from left hip joint, percutaneous endoscopic approach"
85724144,"Removal of internal fixation device from left hip joint, percutaneous endoscopic approach"
85724145,"Removal of infusion device from left hip joint, percutaneous endoscopic approach"
85724146,"Removal of drainage device from left hip joint, percutaneous endoscopic approach"
85724147,"Removal of nonautologous tissue substitute from right hip joint, percutaneous endoscopic approach"
85724148,"Removal of synthetic substitute from right hip joint, percutaneous endoscopic approach"
85724149,"Removal of spacer from right hip joint, percutaneous endoscopic approach"
85724150,"Removal of autologous tissue substitute from right hip joint, percutaneous endoscopic approach"
85724151,"Removal of external fixation device from right hip joint, percutaneous endoscopic approach"
85724152,"Removal of internal fixation device from right hip joint, percutaneous endoscopic approach"
85724153,"Removal of infusion device from right hip joint, percutaneous endoscopic approach"
85724154,"Removal of drainage device from right hip joint, percutaneous endoscopic approach"
85724155,"Release left ankle joint, percutaneous endoscopic approach"
85724156,"Release right ankle joint, percutaneous endoscopic approach"
85724157,"Release left knee joint, percutaneous endoscopic approach"
85724158,"Release right knee joint, percutaneous endoscopic approach"
85724159,"Release left hip joint, percutaneous endoscopic approach"
85724160,"Release right hip joint, percutaneous endoscopic approach"
85724201,"Inspection of left ankle joint, percutaneous endoscopic approach"
85724202,"Inspection of right ankle joint, percutaneous endoscopic approach"
85724203,"Inspection of left knee joint, percutaneous endoscopic approach"
85724204,"Inspection of right knee joint, percutaneous endoscopic approach"
85724205,"Inspection of left hip joint, percutaneous endoscopic approach"
85724206,"Inspection of right hip joint, percutaneous endoscopic approach"
85724207,"Insertion of spacer into left ankle joint, percutaneous endoscopic approach"
85724208,"Insertion of external fixation device into left ankle joint, percutaneous endoscopic approach"
85724209,"Insertion of internal fixation device into left ankle joint, percutaneous endoscopic approach"
85724210,"Insertion of infusion device into left ankle joint, percutaneous endoscopic approach"
85724211,"Insertion of spacer into right ankle joint, percutaneous endoscopic approach"
85724212,"Insertion of external fixation device into right ankle joint, percutaneous endoscopic approach"
85724213,"Insertion of internal fixation device into right ankle joint, percutaneous endoscopic approach"
85724214,"Insertion of infusion device into right ankle joint, percutaneous endoscopic approach"
85724215,"Insertion of spacer into left knee joint, percutaneous endoscopic approach"
85724216,"Insertion of external fixation device into left knee joint, percutaneous endoscopic approach"
85724217,"Insertion of internal fixation device into left knee joint, percutaneous endoscopic approach"
85724218,"Insertion of infusion device into left knee joint, percutaneous endoscopic approach"
85724219,"Insertion of spacer into right knee joint, percutaneous endoscopic approach"
85724220,"Insertion of external fixation device into right knee joint, percutaneous endoscopic approach"
85724221,"Insertion of internal fixation device into right knee joint, percutaneous endoscopic approach"
85724222,"Insertion of infusion device into right knee joint, percutaneous endoscopic approach"
85724223,"Insertion of spacer into left hip joint, percutaneous endoscopic approach"
85724224,"Insertion of external fixation device into left hip joint, percutaneous endoscopic approach"
85724225,"Insertion of internal fixation device into left hip joint, percutaneous endoscopic approach"
85724226,"Insertion of infusion device into left hip joint, percutaneous endoscopic approach"
85724227,"Insertion of spacer into right hip joint, percutaneous endoscopic approach"
85724228,"Insertion of external fixation device into right hip joint, percutaneous endoscopic approach"
85724229,"Insertion of internal fixation device into right hip joint, percutaneous endoscopic approach"
85724230,"Insertion of infusion device into right hip joint, percutaneous endoscopic approach"
85724231,"Fusion of left ankle joint, percutaneous endoscopic approach"
85724232,"Fusion of left ankle joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724233,"Fusion of left ankle joint with synthetic substitute, percutaneous endoscopic approach"
85724234,"Fusion of left ankle joint with autologous tissue substitute, percutaneous endoscopic approach"
85724235,"Fusion of left ankle joint with external fixation device, percutaneous endoscopic approach"
85724236,"Fusion of left ankle joint with internal fixation device, percutaneous endoscopic approach"
85724237,"Fusion of right ankle joint, percutaneous endoscopic approach"
85724238,"Fusion of right ankle joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724239,"Fusion of right ankle joint with synthetic substitute, percutaneous endoscopic approach"
85724240,"Fusion of right ankle joint with autologous tissue substitute, percutaneous endoscopic approach"
85724241,"Fusion of right ankle joint with external fixation device, percutaneous endoscopic approach"
85724242,"Fusion of right ankle joint with internal fixation device, percutaneous endoscopic approach"
85724243,"Fusion of left knee joint, percutaneous endoscopic approach"
85724244,"Fusion of left knee joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724245,"Fusion of left knee joint with synthetic substitute, percutaneous endoscopic approach"
85724246,"Fusion of left knee joint with autologous tissue substitute, percutaneous endoscopic approach"
85724247,"Fusion of left knee joint with external fixation device, percutaneous endoscopic approach"
85724248,"Fusion of left knee joint with internal fixation device, percutaneous endoscopic approach"
85724249,"Fusion of right knee joint, percutaneous endoscopic approach"
85724250,"Fusion of right knee joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724251,"Fusion of right knee joint with synthetic substitute, percutaneous endoscopic approach"
85724252,"Fusion of right knee joint with autologous tissue substitute, percutaneous endoscopic approach"
85724253,"Fusion of right knee joint with external fixation device, percutaneous endoscopic approach"
85724254,"Fusion of right knee joint with internal fixation device, percutaneous endoscopic approach"
85724255,"Fusion of left hip joint, percutaneous endoscopic approach"
85724256,"Fusion of left hip joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724257,"Fusion of left hip joint with synthetic substitute, percutaneous endoscopic approach"
85724258,"Fusion of left hip joint with autologous tissue substitute, percutaneous endoscopic approach"
85724259,"Fusion of left hip joint with external fixation device, percutaneous endoscopic approach"
85724260,"Fusion of left hip joint with internal fixation device, percutaneous endoscopic approach"
85724261,"Fusion of right hip joint, percutaneous endoscopic approach"
85724262,"Fusion of right hip joint with nonautologous tissue substitute, percutaneous endoscopic approach"
85724263,"Fusion of right hip joint with synthetic substitute, percutaneous endoscopic approach"
85724264,"Fusion of right hip joint with autologous tissue substitute, percutaneous endoscopic approach"
85724265,"Fusion of right hip joint with external fixation device, percutaneous endoscopic approach"
85724266,"Fusion of right hip joint with internal fixation device, percutaneous endoscopic approach"
85724267,"Extirpation of matter from left ankle joint, percutaneous endoscopic approach"
85724268,"Extirpation of matter from right ankle joint, percutaneous endoscopic approach"
85724269,"Extirpation of matter from left knee joint, percutaneous endoscopic approach"
85724270,"Extirpation of matter from right knee joint, percutaneous endoscopic approach"
85724271,"Extirpation of matter from left hip joint, percutaneous endoscopic approach"
85724272,"Extirpation of matter from right hip joint, percutaneous endoscopic approach"
85724273,"Excision of left ankle joint, percutaneous endoscopic approach"
85724274,"Excision of right ankle joint, percutaneous endoscopic approach"
85724275,"Excision of left knee joint, percutaneous endoscopic approach"
85724276,"Excision of right knee joint, percutaneous endoscopic approach"
85724277,"Excision of left hip joint, percutaneous endoscopic approach"
85724278,"Excision of right hip joint, percutaneous endoscopic approach"
85724279,"Drainage of left ankle joint, percutaneous endoscopic approach"
85724280,"Drainage of left ankle joint with drainage device, percutaneous endoscopic approach"
85724281,"Drainage of right ankle joint, percutaneous endoscopic approach"
85724282,"Drainage of right ankle joint with drainage device, percutaneous endoscopic approach"
85724283,"Drainage of left knee joint, percutaneous endoscopic approach"
85724284,"Drainage of left knee joint with drainage device, percutaneous endoscopic approach"
85724285,"Drainage of right knee joint, percutaneous endoscopic approach"
85724286,"Drainage of right knee joint with drainage device, percutaneous endoscopic approach"
85724287,"Drainage of left hip joint, percutaneous endoscopic approach"
85724288,"Drainage of left hip joint with drainage device, percutaneous endoscopic approach"
85724289,"Drainage of right hip joint, percutaneous endoscopic approach"
85724290,"Drainage of right hip joint with drainage device, percutaneous endoscopic approach"
85724291,"Destruction of left ankle joint, percutaneous endoscopic approach"
85724292,"Destruction of right ankle joint, percutaneous endoscopic approach"
85724293,"Destruction of left knee joint, percutaneous endoscopic approach"
85724294,"Destruction of right knee joint, percutaneous endoscopic approach"
85724295,"Destruction of left hip joint, percutaneous endoscopic approach"
85724296,"Destruction of right hip joint, percutaneous endoscopic approach"
85724301,"Revision of nonautologous tissue substitute in left sacroiliac joint, external approach"
85724302,"Revision of synthetic substitute in left sacroiliac joint, external approach"
85724303,"Revision of spacer in left sacroiliac joint, external approach"
85724304,"Revision of autologous tissue substitute in left sacroiliac joint, external approach"
85724305,"Revision of internal fixation device in left sacroiliac joint, external approach"
85724306,"Revision of infusion device in left sacroiliac joint, external approach"
85724307,"Revision of drainage device in left sacroiliac joint, external approach"
85724308,"Revision of nonautologous tissue substitute in right sacroiliac joint, external approach"
85724309,"Revision of synthetic substitute in right sacroiliac joint, external approach"
85724310,"Revision of spacer in right sacroiliac joint, external approach"
85724311,"Revision of autologous tissue substitute in right sacroiliac joint, external approach"
85724312,"Revision of internal fixation device in right sacroiliac joint, external approach"
85724313,"Revision of infusion device in right sacroiliac joint, external approach"
85724314,"Revision of drainage device in right sacroiliac joint, external approach"
85724315,"Revision of nonautologous tissue substitute in coccygeal joint, external approach"
85724316,"Revision of synthetic substitute in coccygeal joint, external approach"
85724317,"Revision of spacer in coccygeal joint, external approach"
85724318,"Revision of autologous tissue substitute in coccygeal joint, external approach"
85724319,"Revision of internal fixation device in coccygeal joint, external approach"
85724320,"Revision of infusion device in coccygeal joint, external approach"
85724321,"Revision of drainage device in coccygeal joint, external approach"
85724322,"Revision of nonautologous tissue substitute in sacrococcygeal joint, external approach"
85724323,"Revision of synthetic substitute in sacrococcygeal joint, external approach"
85724324,"Revision of spacer in sacrococcygeal joint, external approach"
85724325,"Revision of autologous tissue substitute in sacrococcygeal joint, external approach"
85724326,"Revision of internal fixation device in sacrococcygeal joint, external approach"
85724327,"Revision of infusion device in sacrococcygeal joint, external approach"
85724328,"Revision of drainage device in sacrococcygeal joint, external approach"
85724329,"Revision of nonautologous tissue substitute in lumbosacral disc, external approach"
85724330,"Revision of synthetic substitute in lumbosacral disc, external approach"
85724331,"Revision of autologous tissue substitute in lumbosacral disc, external approach"
85724332,"Revision of infusion device in lumbosacral disc, external approach"
85724333,"Revision of drainage device in lumbosacral disc, external approach"
85724334,"Revision of nonautologous tissue substitute in lumbosacral joint, external approach"
85724335,"Revision of synthetic substitute in lumbosacral joint, external approach"
85724336,"Revision of interbody fusion device in lumbosacral joint, external approach"
85724337,"Revision of spacer in lumbosacral joint, external approach"
85724338,"Revision of autologous tissue substitute in lumbosacral joint, external approach"
85724339,"Revision of internal fixation device in lumbosacral joint, external approach"
85724340,"Revision of infusion device in lumbosacral joint, external approach"
85724341,"Revision of drainage device in lumbosacral joint, external approach"
85724342,"Revision of nonautologous tissue substitute in lumbar vertebral disc, external approach"
85724343,"Revision of synthetic substitute in lumbar vertebral disc, external approach"
85724344,"Revision of autologous tissue substitute in lumbar vertebral disc, external approach"
85724345,"Revision of infusion device in lumbar vertebral disc, external approach"
85724346,"Revision of drainage device in lumbar vertebral disc, external approach"
85724347,"Revision of nonautologous tissue substitute in lumbar vertebral joint, external approach"
85724348,"Revision of synthetic substitute in lumbar vertebral joint, external approach"
85724349,"Revision of interbody fusion device in lumbar vertebral joint, external approach"
85724350,"Revision of spacer in lumbar vertebral joint, external approach"
85724351,"Revision of autologous tissue substitute in lumbar vertebral joint, external approach"
85724352,"Revision of internal fixation device in lumbar vertebral joint, external approach"
85724353,"Revision of infusion device in lumbar vertebral joint, external approach"
85724354,"Revision of drainage device in lumbar vertebral joint, external approach"
85724401,"Reposition left sacroiliac joint, external approach"
85724402,"Reposition left sacroiliac joint with internal fixation device, external approach"
85724403,"Reposition right sacroiliac joint, external approach"
85724404,"Reposition right sacroiliac joint with internal fixation device, external approach"
85724405,"Reposition coccygeal joint, external approach"
85724406,"Reposition coccygeal joint with internal fixation device, external approach"
85724407,"Reposition sacrococcygeal joint, external approach"
85724408,"Reposition sacrococcygeal joint with internal fixation device, external approach"
85724409,"Reposition lumbosacral joint, external approach"
85724410,"Reposition lumbosacral joint with internal fixation device, external approach"
85724411,"Reposition lumbar vertebral joint, external approach"
85724412,"Reposition lumbar vertebral joint with internal fixation device, external approach"
85724413,"Repair left sacroiliac joint, external approach"
85724414,"Repair right sacroiliac joint, external approach"
85724415,"Repair coccygeal joint, external approach"
85724416,"Repair sacrococcygeal joint, external approach"
85724417,"Repair lumbosacral disc, external approach"
85724418,"Repair lumbosacral joint, external approach"
85724419,"Repair lumbar vertebral disc, external approach"
85724420,"Repair lumbar vertebral joint, external approach"
85724421,"Removal of internal fixation device from left sacroiliac joint, external approach"
85724422,"Removal of infusion device from left sacroiliac joint, external approach"
85724423,"Removal of drainage device from left sacroiliac joint, external approach"
85724424,"Removal of internal fixation device from right sacroiliac joint, external approach"
85724425,"Removal of infusion device from right sacroiliac joint, external approach"
85724426,"Removal of drainage device from right sacroiliac joint, external approach"
85724427,"Removal of internal fixation device from coccygeal joint, external approach"
85724428,"Removal of infusion device from coccygeal joint, external approach"
85724429,"Removal of drainage device from coccygeal joint, external approach"
85724430,"Removal of internal fixation device from sacrococcygeal joint, external approach"
85724431,"Removal of infusion device from sacrococcygeal joint, external approach"
85724432,"Removal of drainage device from sacrococcygeal joint, external approach"
85724433,"Removal of infusion device from lumbosacral disc, external approach"
85724434,"Removal of drainage device from lumbosacral disc, external approach"
85724435,"Removal of internal fixation device from lumbosacral joint, external approach"
85724436,"Removal of infusion device from lumbosacral joint, external approach"
85724437,"Removal of drainage device from lumbosacral joint, external approach"
85724438,"Removal of infusion device from lumbar vertebral disc, external approach"
85724439,"Removal of drainage device from lumbar vertebral disc, external approach"
85724440,"Removal of internal fixation device from lumbar vertebral joint, external approach"
85724441,"Removal of infusion device from lumbar vertebral joint, external approach"
85724442,"Removal of drainage device from lumbar vertebral joint, external approach"
85724443,"Release left sacroiliac joint, external approach"
85724444,"Release right sacroiliac joint, external approach"
85724445,"Release coccygeal joint, external approach"
85724446,"Release sacrococcygeal joint, external approach"
85724447,"Release lumbosacral disc, external approach"
85724448,"Release lumbosacral joint, external approach"
85724449,"Release lumbar vertebral disc, external approach"
85724450,"Release lumbar vertebral joint, external approach"
85724451,"Inspection of left sacroiliac joint, external approach"
85724452,"Inspection of right sacroiliac joint, external approach"
85724453,"Inspection of coccygeal joint, external approach"
85724454,"Inspection of sacrococcygeal joint, external approach"
85724455,"Inspection of lumbosacral disc, external approach"
85724456,"Inspection of lumbosacral joint, external approach"
85724457,"Inspection of lumbar vertebral disc, external approach"
85724458,"Inspection of lumbar vertebral joint, external approach"
85724501,"Revision of nonautologous tissue substitute in left sacroiliac joint, open approach"
85724502,"Revision of synthetic substitute in left sacroiliac joint, open approach"
85724503,"Revision of spacer in left sacroiliac joint, open approach"
85724504,"Revision of autologous tissue substitute in left sacroiliac joint, open approach"
85724505,"Revision of internal fixation device in left sacroiliac joint, open approach"
85724506,"Revision of infusion device in left sacroiliac joint, open approach"
85724507,"Revision of drainage device in left sacroiliac joint, open approach"
85724508,"Revision of nonautologous tissue substitute in right sacroiliac joint, open approach"
85724509,"Revision of synthetic substitute in right sacroiliac joint, open approach"
85724510,"Revision of spacer in right sacroiliac joint, open approach"
85724511,"Revision of autologous tissue substitute in right sacroiliac joint, open approach"
85724512,"Revision of internal fixation device in right sacroiliac joint, open approach"
85724513,"Revision of infusion device in right sacroiliac joint, open approach"
85724514,"Revision of drainage device in right sacroiliac joint, open approach"
85724515,"Revision of nonautologous tissue substitute in coccygeal joint, open approach"
85724516,"Revision of synthetic substitute in coccygeal joint, open approach"
85724517,"Revision of spacer in coccygeal joint, open approach"
85724518,"Revision of autologous tissue substitute in coccygeal joint, open approach"
85724519,"Revision of internal fixation device in coccygeal joint, open approach"
85724520,"Revision of infusion device in coccygeal joint, open approach"
85724521,"Revision of drainage device in coccygeal joint, open approach"
85724522,"Revision of nonautologous tissue substitute in sacrococcygeal joint, open approach"
85724523,"Revision of synthetic substitute in sacrococcygeal joint, open approach"
85724524,"Revision of spacer in sacrococcygeal joint, open approach"
85724525,"Revision of autologous tissue substitute in sacrococcygeal joint, open approach"
85724526,"Revision of internal fixation device in sacrococcygeal joint, open approach"
85724527,"Revision of infusion device in sacrococcygeal joint, open approach"
85724528,"Revision of drainage device in sacrococcygeal joint, open approach"
85724529,"Revision of nonautologous tissue substitute in lumbosacral disc, open approach"
85724530,"Revision of synthetic substitute in lumbosacral disc, open approach"
85724531,"Revision of autologous tissue substitute in lumbosacral disc, open approach"
85724532,"Revision of infusion device in lumbosacral disc, open approach"
85724533,"Revision of drainage device in lumbosacral disc, open approach"
85724534,"Revision of nonautologous tissue substitute in lumbosacral joint, open approach"
85724535,"Revision of synthetic substitute in lumbosacral joint, open approach"
85724536,"Revision of interbody fusion device in lumbosacral joint, open approach"
85724537,"Revision of spacer in lumbosacral joint, open approach"
85724538,"Revision of autologous tissue substitute in lumbosacral joint, open approach"
85724539,"Revision of internal fixation device in lumbosacral joint, open approach"
85724540,"Revision of infusion device in lumbosacral joint, open approach"
85724541,"Revision of drainage device in lumbosacral joint, open approach"
85724542,"Revision of nonautologous tissue substitute in lumbar vertebral disc, open approach"
85724543,"Revision of synthetic substitute in lumbar vertebral disc, open approach"
85724544,"Revision of autologous tissue substitute in lumbar vertebral disc, open approach"
85724545,"Revision of infusion device in lumbar vertebral disc, open approach"
85724546,"Revision of drainage device in lumbar vertebral disc, open approach"
85724547,"Revision of nonautologous tissue substitute in lumbar vertebral joint, open approach"
85724548,"Revision of synthetic substitute in lumbar vertebral joint, open approach"
85724549,"Revision of interbody fusion device in lumbar vertebral joint, open approach"
85724550,"Revision of spacer in lumbar vertebral joint, open approach"
85724551,"Revision of autologous tissue substitute in lumbar vertebral joint, open approach"
85724552,"Revision of internal fixation device in lumbar vertebral joint, open approach"
85724553,"Revision of infusion device in lumbar vertebral joint, open approach"
85724554,"Revision of drainage device in lumbar vertebral joint, open approach"
85724555,"Supplement left sacroiliac joint with nonautologous tissue substitute, open approach"
85724556,"Supplement left sacroiliac joint with synthetic substitute, open approach"
85724557,"Supplement left sacroiliac joint with autologous tissue substitute, open approach"
85724558,"Supplement right sacroiliac joint with nonautologous tissue substitute, open approach"
85724559,"Supplement right sacroiliac joint with synthetic substitute, open approach"
